FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição
vw_pib_percapita.fid--33501df1_157d3a3b533_16f8,4883,SÃO PAULO,Taubaté,2010,8324691,273426,30445.859375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1706,4672,SÃO PAULO,Motuca,2010,68719.6796875,4691,14649.25976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1707,5089,SÃO PAULO,São Sebastião,2010,3043796.25,73631,41338.51171875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1735,2375,PARÁ,Soure,2010,81680.953125,22459,3636.88989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1747,1727,CEARÁ,Morrinhos,2010,68998.65625,22695,3040.26000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_174c,665,RIO GRANDE DO SUL,Roque Gonzales,2010,86025.9296875,7394,11634.55957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1759,763,ALAGOAS,Campestre,2010,25780.65820312,6178,4172.97998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_175a,2679,PARANÁ,Enéas Marques,2010,81526875,6066,13439.96972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_175c,2264,PARÁ,Gurupá,2010,79299.140625,25511,3108.42993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_175f,5120,PIAUÍ,Dom Expedito Lopes,2010,31609.2890625,6793,4653.20996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1761,2093,RIO GRANDE DO NORTE,Passagem,2010,13935.78613281,2703,5155.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1762,1140,SERGIPE,Aracaju,2010,7069448,544039,12994.37988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_176b,4698,SÃO PAULO,Orlândia,2010,787616.25,37534,20984.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_176c,1657,MARANHÃO,Junco do Maranhão,2010,28271.05273438,3950,7157.22998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_176d,1162,MATO GROSSO,Juruena,2010,91460.1015625,9595,9532.05957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_177c,4372,BAHIA,Cardeal da silva,2010,48083.140625,8618,5579.39013672,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_177d,1811,MARANHÃO,Pinheiro,2010,316422.09375,77182,4099.68994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1791,4598,BAHIA,Jaguaquara,2010,246394.6875,48206,5111.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1792,4539,SÃO PAULO,Iracemápolis,2010,520704.3125,19700,26431.68945312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1795,381,RIO GRANDE DO SUL,Selbach,2010,96666.890625,4912,19679.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1796,2681,PARANÁ,Santa Izabel do Oeste,2010,122608.90625,11747,10437.46972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17a8,5480,SANTA CATARINA,Princesa,2010,33004.6796875,2687,12283.09960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17a9,1884,CEARÁ,Pentecoste,2010,149833.015625,35166,4260.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17b6,4454,BAHIA,Gandu,2010,173949.265625,31819,5466.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17b8,4242,SÃO PAULO,Cajati,2010,472912.3125,28936,16343.38964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17ba,1040,GOIÁS,Goiatuba,2010,708512.5625,32304,21932.66015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17c5,2131,RIO GRANDE DO NORTE,Ipueira,2010,13287.04785156,2115,6282.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17c9,1697,MARANHÃO,Luís Domingues,2010,28483.0703125,6997,4070.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17d8,3500,MINAS GERAIS,Guaraciama,2010,23972.3203125,4728,5070.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17d9,4799,SÃO PAULO,Salmourão,2010,53295.08203125,4779,11151.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17da,4836,SÃO PAULO,Santo Antônio do Pinhal,2010,56594.77734375,6896,8206.90039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17dc,5381,SANTA CATARINA,Leoberto Leal,2010,57065.5078125,3674,15532.25976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17eb,4503,BAHIA,Itaguaçu da Bahia,2010,49661.08984375,13269,3742.63989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_17ee,1929,RIO DE JANEIRO,Duas Barras,2010,145481.40625,10891,13357.95019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1808,4770,SÃO PAULO,Queluz,2010,78831.6953125,11197,7040.43017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_180a,612,RIO GRANDE DO SUL,Glorinha,2010,188674.734375,7531,25053.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_180c,1241,SERGIPE,Pinhão,2010,31870.4765625,5809,5486.39990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_180e,3706,PERNAMBUCO,São Lourenço da Mata,2010,430601.3125,99945,4308.37988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_180f,4333,BAHIA,Cândido Sales,2010,93716.921875,27180,3448.01000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1810,5500,AMAZONAS,Codajás,2010,84273.59375,16291,5173.02001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1834,2724,MINAS GERAIS,Poço Fundo,2010,125487.59375,15916,7884.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1836,3315,MINAS GERAIS,Timóteo,2010,1693002375,79813,21212.109375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1838,5465,PIAUÍ,Francisco Macedo,2010,9199.64355469,2315,3973.92993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_183a,5331,SANTA CATARINA,Indaial,2010,1083196.5,50917,21273.76953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_183b,4381,BAHIA,Cícero Dantas,2010,119276.578125,31832,3747.07006836,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1846,2776,MINAS GERAIS,Alto Rio Doce,2010,65097.45703125,12778,5094.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1847,3731,MINAS GERAIS,Materlândia,2010,23538.46875,4772,4932.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_184b,3603,PERNAMBUCO,Sanharó,2010,82603.203125,18723,4411.85986328,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_184c,4875,SÃO PAULO,Tapiratiba,2010,161548.0625,12410,13017.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1858,1689,MARANHÃO,Santa Quitéria do Maranhão,2010,92080375,29551,3115.97998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1859,2641,MINAS GERAIS,Ouro Preto,2010,2492686.75,69495,35868.578125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_185d,1880,CEARÁ,Parambu,2010,103936.859375,32231,3224.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_185f,2877,PARANÁ,Abatiá,2010,55714.39453125,7928,7027.54980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_186c,4697,SÃO PAULO,Orindiúva,2010,94819.8359375,5406,17539.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_186f,4370,BAHIA,Barra do Mendes,2010,49816.65234375,14459,3445.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1871,503,RIO GRANDE DO SUL,Capão Bonito do Sul,2010,48154.8359375,1877,25655.2109375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_187d,4361,SÃO PAULO,Vera Cruz,2010,95465.484375,9952,9592.58984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_187f,208,RIO GRANDE DO SUL,Pareci Novo,2010,52567.12109375,3232,16264.58007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1880,1668,RIO GRANDE DO NORTE,Severiano Melo,2010,26589.734375,5224,5089.91992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1881,804,ALAGOAS,Jacaré dos Homens,2010,30879.77734375,5902,5232.08984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_188f,4602,BAHIA,Jequié,2010,1552451.5,150541,10312.48046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1892,4734,SÃO PAULO,Pilar do Sul,2010,293537.84375,28455,10315.86035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18a1,1559,CEARÁ,Catunda,2010,37783.76171875,11198,3374.14990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18a3,3909,PARANÁ,Rio Azul,2010,150128.484375,13760,10910.5,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18b1,2012,CEARÁ,Varjota,2010,76601.1171875,17802,4302.95019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18b2,2000,RIO DE JANEIRO,Macaé,2010,7057281.5,194413,36300.4609375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18f2,1245,GOIÁS,Rubiataba,2010,160824.359375,18618,8638.11035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_18f3,2548,PERNAMBUCO,Carnaubeira da Penha,2010,44609.3125,12451,3582.79003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1907,2953,MINAS GERAIS,Santana do Garambéu,2010,13781.93164062,2205,6250.31005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1908,1688,RIO DE JANEIRO,Porto Real,2010,3502626.5,16253,215506.453125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1909,1965,CEARÁ,Tauá,2010,242443.71875,56639,4280.50976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_190b,2820,MINAS GERAIS,Resende Costa,2010,66597.8359375,10941,6087,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1913,2696,MINAS GERAIS,Aimorés,2010,251976.84375,24825,10150.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_191f,862,GOIÁS,Ouro Verde de Goiás,2010,36711.6953125,4599,7982.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1921,2197,PARAÍBA,Santa Helena,2010,24999.93164062,6198,4033.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1922,4348,SÃO PAULO,Turiúba,2010,39628.15625,2040,19425.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1923,2982,MATO GROSSO,Diamantino,2010,908566.25,18989,47846.98046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1941,5081,SÃO PAULO,Ribeirão Pires,2010,1631338625,112011,14564.08984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1942,870,TOCANTINS,Lavandeira,2010,12126.01464844,1683,7205,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1949,60,RIO GRANDE DO SUL,Muçum,2010,79309.03125,4685,16928.2890625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_194b,4032,MATO GROSSO,Apiacás,2010,148853.84375,8381,17760.86914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_196a,5074,TOCANTINS,Abreulândia,2010,17476.70117188,2321,7529.81982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1977,3646,PERNAMBUCO,Belém de Maria,2010,37656.3515625,9703,3880.89990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1978,3017,MINAS GERAIS,Campo Florido,2010,245850.359375,7105,34602.44140625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_197e,88,SÃO PAULO,Guapiaçu,2010,389872.96875,17938,21734.47070312,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1980,2349,PARAÍBA,Caaporã,2010,286072875,20064,14258.01953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1985,4211,SÃO PAULO,Bananal,2010,88336.4296875,10822,8162.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1986,1840,SÃO PAULO,Morungaba,2010,232642.84375,13305,17485.36914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_198e,2153,PARAÍBA,Araçagi,2010,100224.0078125,17839,5618.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_198f,2440,MARANHÃO,São João do Carú,2010,39601.421875,12511,3165.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_199b,3007,MINAS GERAIS,Camacho,2010,44854.86328125,3229,13891.25976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_199d,2606,MINAS GERAIS,Olímpio Noronha,2010,22509.8046875,2655,8478.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_199e,219,RIO GRANDE DO SUL,Chiapetta,2010,76856.4765625,4094,18772.94921875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19a0,1316,GOIÁS,São Miguel do Passa Quatro,2010,51348.8828125,3856,13316.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ab,2874,PERNAMBUCO,Ipojuca,2010,7082403,75512,93791.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ac,4438,CEARÁ,Uruburetama,2010,105931.96875,20627,5135.60009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ad,330,RIO GRANDE DO SUL,Chuvisca,2010,69552.2109375,5159,13481.71972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19af,1599,MARANHÃO,Conceição do Lago-Açu,2010,48036.515625,14909,3221.97998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19b9,3562,MINAS GERAIS,Ipuiúna,2010,110897.609375,9549,11613.53027344,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ba,4409,BAHIA,Aporá,2010,55787.8046875,18738,2977.26000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19bd,4892,MARANHÃO,Gonçalves Dias,2010,50201.11328125,16911,2968.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19be,4180,SÃO PAULO,Alfredo Marcondes,2010,38104.7421875,4055,9396.98046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19bf,2203,PARÁ,Anajás,2010,62534.5625,27386,2283.44995117,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19c8,3360,MINAS GERAIS,Divisa Alegre,2010,42667.08984375,6235,6843.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ce,4462,BAHIA,Guaratinga,2010,102757.34375,22960,4475.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19d6,765,SÃO PAULO,Serra Azul,2010,73476.2578125,10121,7259.77978516,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19d7,2355,PARAÍBA,Cajazeirinhas,2010,14881.45996094,3168,4697.43017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19db,859,PIAUÍ,Socorro do Piauí,2010,13982.046875,4733,2954.15991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19dd,4026,MATO GROSSO,Nova Marilândia,2010,38595.01171875,2345,16458.4296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19ee,4707,SÃO PAULO,Palestina,2010,137605.546875,11354,12119.5703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19fb,2384,PARAÍBA,São José dos Ramos,2010,23567.55078125,5702,4133.20996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19fd,4889,CEARÁ,Ererê,2010,24669.0703125,7332,3364.58007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_19fe,4566,BAHIA,Maracás,2010,125397.140625,35990,3484.2199707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a08,2577,MINAS GERAIS,Montezuma,2010,29338.85351562,7677,3821.65991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a0e,1870,RIO GRANDE DO NORTE,Monte das Gameleiras,2010,11909.32226562,2449,4862.93017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a0f,2304,PARÁ,Ourém,2010,49183.3671875,15841,3104.81005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a10,4674,SÃO PAULO,Nantes,2010,86357.6171875,2662,32440.88085938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a12,5096,SÃO PAULO,Campos do Jordão,2010,546444.5625,46505,11750.23046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a13,5447,SANTA CATARINA,Paraíso,2010,46444.15234375,4200,11058.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a19,3139,MINAS GERAIS,São João da Ponte,2010,109678.1484375,26983,4064.70996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a1f,5508,PIAUÍ,José de Freitas,2010,153536.328125,36485,4208.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a28,3475,PERNAMBUCO,Pesqueira,2010,290683.65625,64454,4509.93994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a29,1081,GOIÁS,Água Limpa,2010,24790.08984375,2111,11743.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a2e,987,GOIÁS,Cromínia,2010,36729.203125,3729,9849.61035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a39,5499,AMAZONAS,Tonantins,2010,67153.0078125,20286,3310.31005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a46,1790,RIO GRANDE DO NORTE,Canguaretama,2010,144216.40625,30541,4722.06005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a48,5211,SANTA CATARINA,Biguaçu,2010,1205661,56395,21378.859375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a4a,4612,BAHIA,Lafaiete Coutinho,2010,17013.38867188,3502,4858.18994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a4b,3634,MINAS GERAIS,José Raydan,2010,24955.75195312,4412,5656.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a57,3725,MINAS GERAIS,Maripá de Minas,2010,19717.74804688,2981,6614.47021484,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a58,1267,RORAIMA,Alto Alegre,2010,141954.3125,14205,9993.25976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a84,5311,PIAUÍ,Cajazeiras do Piauí,2010,10104.80957031,3323,3040.87011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a86,4984,SANTA CATARINA,Tubarão,2010,1591460375,96529,16486.859375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a92,4354,SÃO PAULO,União Paulista,2010,35924.9140625,1522,23603.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a93,590,RIO GRANDE DO SUL,Canela,2010,370663.5625,41115,9015.29003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a96,3361,MINAS GERAIS,Divisa Nova,2010,44721.078125,5828,7673.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a97,2764,PARANÁ,Paraíso do Norte,2010,102151.6015625,11939,8556.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1a99,2607,MINAS GERAIS,Oliveira,2010,342731.84375,39214,8740.04003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1aa2,204,BAHIA,Taperoá,2010,80988.609375,19388,4177.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1aa7,4538,SÃO PAULO,Ipuã,2010,204742.140625,15883,12890.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1aa8,3893,PARANÁ,Cândido de Abreu,2010,182986.6875,18100,10109.75976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ab9,984,GOIÁS,Cristalina,2010,901832.5,38504,23421.7890625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1aca,2072,RIO GRANDE DO NORTE,Macaíba,2010,708533.8125,66380,10673.91015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1acc,270,BAHIA,Santa Luzia,2010,51422.97265625,15613,3293.60009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ad4,3079,PARANÁ,São Miguel do Iguaçu,2010,452659625,26451,17113.140625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ad8,1682,RIO GRANDE DO NORTE,Major Sales,2010,15742.34960938,3631,4335.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ad9,3419,MINAS GERAIS,Estiva,2010,97946.8125,11426,8572.28027344,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ae0,2903,MINAS GERAIS,Bandeira do Sul,2010,31063.99609375,5330,5828.14013672,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ae1,4276,SÃO PAULO,Cosmorama,2010,86788875,7033,12340.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ae6,4909,SERGIPE,Feira Nova,2010,32150.49804688,5875,5472.43017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ae7,5452,SANTA CATARINA,Penha,2010,252274.234375,22263,11331.54980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1ae8,734,ACRE,Santa Rosa do Purus,2010,28091.17382812,4358,6445.89013672,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1af3,4660,SÃO PAULO,Mirassolândia,2010,34264.3203125,4396,7794.43017578,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1af9,5195,PIAUÍ,Currais,2010,34505.06640625,4710,7325.91992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1afa,5413,TOCANTINS,Monte do Carmo,2010,88327.65625,6723,13138.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b07,1181,GOIÁS,Palestina de Goiás,2010,42713.81640625,3317,12877.24023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b14,3727,MINAS GERAIS,Marmelópolis,2010,19299.72265625,3156,6115.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b17,2876,PARANÁ,Santo Antônio da Platina,2010,426821.1875,42002,10161.9296875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b21,127,RIO GRANDE DO SUL,Fazenda Vilanova,2010,148094.75,3248,45595.671875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b26,3487,PERNAMBUCO,Ribeirão,2010,211137.0625,39317,5370.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b27,4068,PARANÁ,Cambé,2010,1529310625,97329,15712.79980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b2d,2011,CEARÁ,Uruoca,2010,41727.48046875,13820,3019.35009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b34,4991,SANTA CATARINA,Vargeão,2010,61478.05078125,3685,16683.3203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b35,4852,SÃO PAULO,São Miguel Arcanjo,2010,371031375,31329,11843.0703125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b37,1575,ESPIRITO SANTO,Cachoeiro de Itapemirim,2010,2399003.25,201259,11919.98046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b4e,363,RIO GRANDE DO SUL,São Martinho,2010,78099.75,5910,13214.84960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b4f,1315,GOIÁS,São Miguel do Araguaia,2010,217922.734375,23142,9416.75976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b64,3312,MINAS GERAIS,Tarumirim,2010,75479.171875,14585,5175.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_1b67,4225,SÃO PAULO,Bocaina,2010,175754.640625,11028,15937.12988281,Produto Interno Bruto per capita
